"id","change_type","accuracy","sequence"
1,0,1,"mixed_repetition"
1,0,1,"mixed_repetition"
1,1,1,"mixed_repetition"
1,1,1,"mixed_repetition"
1,1,1,"mixed_repetition"
1,1,1,"mixed_repetition"
1,1,1,"mixed_repetition"
1,1,1,"mixed_repetition"
1,0,1,"mixed_repetition"
1,1,1,"mixed_repetition"
1,0,1,"mixed_repetition"
1,1,1,"mixed_repetition"
1,1,1,"mixed_repetition"
1,1,1,"mixed_repetition"
1,1,1,"mixed_repetition"
1,1,1,"mixed_repetition"
1,1,1,"mixed_repetition"
1,0,1,"mixed_repetition"
1,1,1,"mixed_repetition"
1,0,1,"mixed_repetition"
1,1,1,"mixed_repetition"
1,0,1,"mixed_repetition"
1,1,1,"mixed_repetition"
1,1,1,"mixed_repetition"
1,1,1,"mixed_repetition"
1,0,1,"mixed_repetition"
1,1,1,"mixed_repetition"
1,0,1,"mixed_repetition"
1,1,1,"mixed_repetition"
1,0,1,"mixed_repetition"
1,1,1,"mixed_repetition"
1,0,1,"mixed_repetition"
1,0,1,"mixed_repetition"
1,1,1,"mixed_repetition"
1,0,1,"mixed_repetition"
1,1,1,"mixed_repetition"
1,0,1,"mixed_repetition"
1,0,1,"mixed_repetition"
1,1,1,"mixed_repetition"
1,1,1,"mixed_repetition"
1,1,1,"mixed_repetition"
1,0,1,"mixed_repetition"
1,0,1,"mixed_repetition"
1,0,1,"mixed_repetition"
1,1,1,"mixed_repetition"
1,1,1,"mixed_repetition"
1,0,1,"mixed_repetition"
1,0,1,"mixed_repetition"
1,1,1,"mixed_repetition"
1,1,1,"mixed_repetition"
1,0,1,"mixed_repetition"
1,1,1,"mixed_repetition"
1,0,1,"mixed_repetition"
1,0,1,"mixed_repetition"
1,1,1,"mixed_repetition"
1,0,1,"mixed_repetition"
1,0,0,"mixed_repetition"
1,0,1,"mixed_repetition"
1,1,1,"mixed_repetition"
1,1,1,"mixed_repetition"
1,0,1,"mixed_repetition"
1,0,1,"mixed_repetition"
1,0,1,"mixed_repetition"
1,1,1,"mixed_repetition"
1,0,1,"mixed_repetition"
1,1,1,"mixed_repetition"
1,1,1,"mixed_repetition"
1,1,1,"mixed_repetition"
1,0,1,"mixed_repetition"
1,0,1,"mixed_repetition"
1,1,1,"mixed_repetition"
1,0,1,"mixed_repetition"
1,0,1,"mixed_repetition"
1,0,1,"mixed_repetition"
1,1,0,"mixed_repetition"
1,0,1,"mixed_repetition"
1,0,1,"mixed_repetition"
1,1,1,"mixed_repetition"
1,1,1,"mixed_repetition"
1,1,1,"mixed_repetition"
1,1,1,"mixed_repetition"
1,0,1,"mixed_repetition"
1,1,1,"mixed_repetition"
1,1,1,"mixed_repetition"
1,0,1,"mixed_repetition"
1,0,1,"mixed_repetition"
1,0,1,"mixed_repetition"
1,1,1,"mixed_repetition"
1,1,1,"mixed_repetition"
1,1,1,"mixed_repetition"
1,1,1,"mixed_repetition"
1,0,1,"mixed_repetition"
1,1,1,"mixed_repetition"
1,1,1,"mixed_repetition"
1,1,1,"mixed_repetition"
1,1,1,"mixed_repetition"
1,0,1,"mixed_repetition"
1,0,1,"mixed_repetition"
1,0,1,"mixed_repetition"
1,0,1,"mixed_repetition"
1,1,1,"mixed_repetition"
1,1,1,"mixed_repetition"
1,1,1,"mixed_repetition"
1,1,1,"mixed_repetition"
1,0,1,"mixed_repetition"
1,1,1,"mixed_repetition"
1,1,1,"mixed_repetition"
1,0,1,"mixed_repetition"
1,1,1,"mixed_repetition"
1,0,1,"mixed_repetition"
1,0,1,"mixed_repetition"
1,1,1,"mixed_repetition"
1,1,1,"mixed_repetition"
1,0,1,"mixed_repetition"
1,0,1,"mixed_repetition"
1,1,1,"mixed_repetition"
1,1,1,"mixed_repetition"
1,1,1,"mixed_repetition"
1,1,1,"mixed_repetition"
1,1,1,"mixed_repetition"
1,0,1,"mixed_repetition"
1,1,1,"mixed_repetition"
1,1,1,"mixed_repetition"
1,0,1,"mixed_repetition"
1,0,1,"mixed_repetition"
1,1,1,"mixed_repetition"
1,0,1,"mixed_repetition"
1,1,1,"mixed_repetition"
1,0,1,"mixed_repetition"
1,0,1,"mixed_repetition"
1,0,1,"mixed_repetition"
1,1,1,"mixed_repetition"
1,0,1,"mixed_repetition"
1,0,1,"mixed_repetition"
1,0,1,"mixed_repetition"
1,0,1,"mixed_repetition"
1,0,1,"mixed_repetition"
1,1,1,"mixed_switch"
1,1,1,"mixed_switch"
1,0,1,"mixed_switch"
1,1,1,"mixed_switch"
1,0,1,"mixed_switch"
1,0,1,"mixed_switch"
1,0,1,"mixed_switch"
1,0,1,"mixed_switch"
1,0,1,"mixed_switch"
1,1,1,"mixed_switch"
1,0,1,"mixed_switch"
1,0,1,"mixed_switch"
1,0,1,"mixed_switch"
1,0,1,"mixed_switch"
1,1,1,"mixed_switch"
1,1,1,"mixed_switch"
1,1,1,"mixed_switch"
1,0,1,"mixed_switch"
1,0,1,"mixed_switch"
1,0,1,"mixed_switch"
1,0,1,"mixed_switch"
1,0,1,"mixed_switch"
1,1,1,"mixed_switch"
1,0,1,"mixed_switch"
1,0,1,"mixed_switch"
1,0,1,"mixed_switch"
1,1,1,"mixed_switch"
1,1,1,"mixed_switch"
1,0,1,"mixed_switch"
1,1,1,"mixed_switch"
1,1,1,"mixed_switch"
1,1,1,"mixed_switch"
1,0,1,"mixed_switch"
1,1,1,"mixed_switch"
1,1,1,"mixed_switch"
1,1,1,"mixed_switch"
1,0,1,"mixed_switch"
1,1,1,"mixed_switch"
1,1,1,"mixed_switch"
1,0,1,"mixed_switch"
1,0,1,"mixed_switch"
1,0,1,"mixed_switch"
1,0,1,"mixed_switch"
1,0,1,"mixed_switch"
1,1,1,"mixed_switch"
1,1,1,"mixed_switch"
1,0,1,"mixed_switch"
1,0,1,"mixed_switch"
1,0,1,"mixed_switch"
1,1,1,"mixed_switch"
1,0,1,"mixed_switch"
1,0,1,"mixed_switch"
1,1,1,"mixed_switch"
1,0,1,"mixed_switch"
1,1,1,"mixed_switch"
1,0,1,"mixed_switch"
1,0,1,"mixed_switch"
1,1,1,"mixed_switch"
1,1,1,"mixed_switch"
1,0,1,"mixed_switch"
1,0,1,"mixed_switch"
1,1,1,"mixed_switch"
1,1,1,"mixed_switch"
1,0,1,"mixed_switch"
1,1,1,"mixed_switch"
1,0,1,"mixed_switch"
1,1,1,"mixed_switch"
1,0,1,"mixed_switch"
1,1,1,"mixed_switch"
1,0,1,"mixed_switch"
1,1,1,"mixed_switch"
1,0,1,"mixed_switch"
1,1,1,"mixed_switch"
1,1,1,"mixed_switch"
1,1,1,"mixed_switch"
1,1,1,"mixed_switch"
1,1,1,"mixed_switch"
1,0,1,"mixed_switch"
1,1,1,"mixed_switch"
1,1,1,"mixed_switch"
1,0,1,"mixed_switch"
1,0,1,"mixed_switch"
1,1,1,"mixed_switch"
1,1,1,"mixed_switch"
1,0,1,"mixed_switch"
1,1,1,"mixed_switch"
1,1,1,"mixed_switch"
1,0,0,"mixed_switch"
1,1,1,"mixed_switch"
1,0,1,"mixed_switch"
1,0,1,"mixed_switch"
1,1,1,"mixed_switch"
1,0,1,"mixed_switch"
1,1,1,"mixed_switch"
1,0,1,"mixed_switch"
1,1,1,"mixed_switch"
1,1,1,"mixed_switch"
1,0,1,"mixed_switch"
1,0,1,"mixed_switch"
1,1,1,"mixed_switch"
1,1,1,"mixed_switch"
1,1,1,"mixed_switch"
1,1,1,"mixed_switch"
1,0,1,"mixed_switch"
1,0,1,"mixed_switch"
1,0,0,"mixed_switch"
1,0,1,"mixed_switch"
1,0,1,"mixed_switch"
1,0,1,"mixed_switch"
1,0,1,"mixed_switch"
1,0,1,"mixed_switch"
1,0,1,"mixed_switch"
1,0,1,"mixed_switch"
1,1,1,"mixed_switch"
1,1,1,"mixed_switch"
1,0,1,"mixed_switch"
1,0,1,"mixed_switch"
1,0,1,"mixed_switch"
1,1,1,"mixed_switch"
1,0,1,"mixed_switch"
1,1,1,"mixed_switch"
1,1,1,"mixed_switch"
1,1,1,"mixed_switch"
1,0,1,"mixed_switch"
1,1,1,"mixed_switch"
1,1,1,"mixed_switch"
1,1,1,"mixed_switch"
1,1,1,"mixed_switch"
1,1,1,"mixed_switch"
1,0,1,"mixed_switch"
1,1,1,"mixed_switch"
1,0,1,"mixed_switch"
1,0,1,"mixed_switch"
1,0,1,"mixed_switch"
1,0,1,"mixed_switch"
1,0,1,"mixed_switch"
1,1,1,"mixed_switch"
1,1,1,"mixed_switch"
1,0,1,"mixed_switch"
1,0,1,"mixed_switch"
1,0,1,"mixed_switch"
1,1,1,"mixed_switch"
1,0,1,"mixed_switch"
1,0,1,"mixed_switch"
1,1,1,"mixed_switch"
1,1,1,"mixed_switch"
1,1,1,"mixed_switch"
1,0,1,"mixed_switch"
1,0,1,"mixed_switch"
1,1,1,"mixed_switch"
1,1,0,"mixed_switch"
1,0,1,"mixed_switch"
1,0,1,"mixed_switch"
2,0,1,"pure_repetition"
2,1,1,"pure_repetition"
2,0,1,"pure_repetition"
2,0,1,"pure_repetition"
2,1,1,"pure_repetition"
2,0,1,"pure_repetition"
2,1,1,"pure_repetition"
2,0,1,"pure_repetition"
2,1,1,"pure_repetition"
2,1,0,"pure_repetition"
2,0,1,"pure_repetition"
2,1,1,"pure_repetition"
2,0,0,"pure_repetition"
2,1,0,"pure_repetition"
2,1,1,"pure_repetition"
2,1,1,"pure_repetition"
2,1,1,"pure_repetition"
2,0,1,"pure_repetition"
2,1,1,"pure_repetition"
2,0,1,"pure_repetition"
2,1,0,"pure_repetition"
2,0,1,"pure_repetition"
2,1,1,"pure_repetition"
2,1,1,"pure_repetition"
2,0,1,"pure_repetition"
2,1,1,"pure_repetition"
2,1,1,"pure_repetition"
2,0,1,"pure_repetition"
2,0,1,"pure_repetition"
2,1,1,"pure_repetition"
2,0,1,"pure_repetition"
2,1,1,"pure_repetition"
2,0,1,"pure_repetition"
2,0,1,"pure_repetition"
2,1,1,"pure_repetition"
2,0,0,"pure_repetition"
2,0,1,"pure_repetition"
2,0,1,"pure_repetition"
2,1,1,"pure_repetition"
2,0,1,"pure_repetition"
2,0,1,"pure_repetition"
2,1,0,"pure_repetition"
2,0,1,"pure_repetition"
2,0,1,"pure_repetition"
2,1,1,"pure_repetition"
2,0,1,"pure_repetition"
2,1,1,"pure_repetition"
2,1,0,"pure_repetition"
2,0,1,"pure_repetition"
2,1,1,"pure_repetition"
2,1,1,"pure_repetition"
2,1,0,"pure_repetition"
2,0,1,"pure_repetition"
2,0,1,"pure_repetition"
2,1,1,"pure_repetition"
2,0,1,"pure_repetition"
2,0,1,"pure_repetition"
2,0,1,"pure_repetition"
2,0,1,"pure_repetition"
2,0,1,"pure_repetition"
2,1,0,"pure_repetition"
2,0,1,"pure_repetition"
2,1,1,"pure_repetition"
2,0,1,"pure_repetition"
2,0,1,"pure_repetition"
2,0,1,"pure_repetition"
2,1,1,"pure_repetition"
2,0,1,"pure_repetition"
2,0,1,"pure_repetition"
2,0,1,"pure_repetition"
2,0,1,"pure_repetition"
2,0,1,"pure_repetition"
2,0,1,"pure_repetition"
2,0,1,"pure_repetition"
2,0,1,"pure_repetition"
2,1,1,"pure_repetition"
2,1,1,"pure_repetition"
2,0,1,"pure_repetition"
2,1,1,"pure_repetition"
2,1,1,"pure_repetition"
2,0,1,"pure_repetition"
2,1,1,"pure_repetition"
2,0,1,"pure_repetition"
2,0,0,"pure_repetition"
2,1,1,"pure_repetition"
2,0,1,"pure_repetition"
2,1,1,"pure_repetition"
2,1,0,"pure_repetition"
2,0,1,"pure_repetition"
2,1,1,"pure_repetition"
2,0,1,"pure_repetition"
2,0,1,"pure_repetition"
2,0,1,"pure_repetition"
2,0,1,"pure_repetition"
2,0,1,"pure_repetition"
2,0,1,"pure_repetition"
2,0,1,"pure_repetition"
2,0,1,"pure_repetition"
2,0,1,"pure_repetition"
2,1,1,"pure_repetition"
2,1,0,"pure_repetition"
2,0,1,"pure_repetition"
2,0,1,"pure_repetition"
2,1,1,"pure_repetition"
2,0,1,"pure_repetition"
2,1,1,"pure_repetition"
2,1,0,"pure_repetition"
2,1,0,"pure_repetition"
2,0,1,"pure_repetition"
2,1,1,"pure_repetition"
2,1,1,"pure_repetition"
2,1,1,"pure_repetition"
2,0,1,"pure_repetition"
2,1,1,"pure_repetition"
2,1,1,"pure_repetition"
2,0,1,"pure_repetition"
2,1,1,"pure_repetition"
2,1,1,"pure_repetition"
2,0,1,"pure_repetition"
2,0,1,"pure_repetition"
2,0,1,"pure_repetition"
2,1,1,"pure_repetition"
2,1,1,"pure_repetition"
2,0,0,"pure_repetition"
2,1,1,"pure_repetition"
2,1,1,"pure_repetition"
2,0,1,"pure_repetition"
2,0,1,"pure_repetition"
2,1,1,"pure_repetition"
2,0,1,"pure_repetition"
2,0,1,"pure_repetition"
2,0,0,"pure_repetition"
2,1,1,"pure_repetition"
2,0,1,"pure_repetition"
2,0,1,"pure_repetition"
2,1,1,"pure_repetition"
2,0,0,"pure_repetition"
2,0,1,"pure_repetition"
2,1,1,"pure_repetition"
2,0,1,"pure_repetition"
2,1,1,"pure_repetition"
2,1,1,"pure_repetition"
2,1,1,"pure_repetition"
2,0,1,"pure_repetition"
2,0,1,"mixed_repetition"
2,1,1,"mixed_repetition"
2,0,1,"mixed_repetition"
2,0,0,"mixed_repetition"
2,1,1,"mixed_repetition"
2,0,1,"mixed_repetition"
2,0,0,"mixed_repetition"
2,1,1,"mixed_repetition"
2,1,0,"mixed_repetition"
2,0,1,"mixed_repetition"
2,0,1,"mixed_repetition"
2,0,1,"mixed_repetition"
2,1,1,"mixed_repetition"
2,1,1,"mixed_repetition"
2,1,1,"mixed_repetition"
2,0,1,"mixed_repetition"
2,1,1,"mixed_repetition"
2,1,1,"mixed_repetition"
2,0,0,"mixed_repetition"
2,0,1,"mixed_repetition"
2,1,1,"mixed_repetition"
2,1,1,"mixed_repetition"
2,1,0,"mixed_repetition"
2,0,1,"mixed_repetition"
2,1,1,"mixed_repetition"
2,0,1,"mixed_repetition"
2,1,1,"mixed_repetition"
2,1,1,"mixed_repetition"
2,1,1,"mixed_repetition"
2,0,0,"mixed_repetition"
2,0,1,"mixed_repetition"
2,0,1,"mixed_repetition"
2,1,1,"mixed_repetition"
2,1,1,"mixed_repetition"
2,1,1,"mixed_repetition"
2,1,1,"mixed_repetition"
2,1,0,"mixed_repetition"
2,1,1,"mixed_repetition"
2,1,1,"mixed_repetition"
2,0,1,"mixed_repetition"
2,1,0,"mixed_repetition"
2,0,1,"mixed_repetition"
2,1,1,"mixed_repetition"
2,0,1,"mixed_repetition"
2,1,1,"mixed_repetition"
2,0,1,"mixed_repetition"
2,1,1,"mixed_repetition"
2,1,1,"mixed_repetition"
2,0,1,"mixed_repetition"
2,1,1,"mixed_repetition"
2,1,1,"mixed_repetition"
2,0,1,"mixed_repetition"
2,0,1,"mixed_repetition"
2,1,1,"mixed_repetition"
2,1,1,"mixed_repetition"
2,0,0,"mixed_repetition"
2,1,1,"mixed_repetition"
2,0,1,"mixed_repetition"
2,0,1,"mixed_repetition"
2,0,1,"mixed_repetition"
2,1,1,"mixed_repetition"
2,0,1,"mixed_repetition"
2,1,1,"mixed_repetition"
2,0,1,"mixed_repetition"
2,0,1,"mixed_repetition"
2,1,1,"mixed_repetition"
2,1,1,"mixed_repetition"
2,0,1,"mixed_repetition"
2,1,0,"mixed_repetition"
2,1,1,"mixed_repetition"
2,0,1,"mixed_repetition"
2,0,1,"mixed_repetition"
2,0,1,"mixed_repetition"
2,1,0,"mixed_repetition"
2,0,1,"mixed_repetition"
2,0,1,"mixed_repetition"
2,1,1,"mixed_repetition"
2,1,0,"mixed_repetition"
2,1,1,"mixed_repetition"
2,1,0,"mixed_repetition"
2,1,1,"mixed_repetition"
2,0,1,"mixed_repetition"
2,1,0,"mixed_repetition"
2,1,1,"mixed_repetition"
2,1,1,"mixed_repetition"
2,1,1,"mixed_repetition"
2,0,1,"mixed_repetition"
2,1,1,"mixed_repetition"
2,0,1,"mixed_repetition"
2,0,1,"mixed_repetition"
2,1,1,"mixed_repetition"
2,1,1,"mixed_repetition"
2,1,1,"mixed_repetition"
2,0,1,"mixed_repetition"
2,1,1,"mixed_repetition"
2,1,1,"mixed_repetition"
2,0,1,"mixed_repetition"
2,1,1,"mixed_repetition"
2,1,1,"mixed_repetition"
2,0,0,"mixed_repetition"
2,1,0,"mixed_repetition"
2,0,1,"mixed_repetition"
2,0,1,"mixed_repetition"
2,0,1,"mixed_repetition"
2,1,1,"mixed_repetition"
2,0,1,"mixed_repetition"
2,0,1,"mixed_repetition"
2,0,1,"mixed_repetition"
2,1,1,"mixed_repetition"
2,1,1,"mixed_repetition"
2,1,1,"mixed_repetition"
2,0,1,"mixed_repetition"
2,1,0,"mixed_repetition"
2,0,1,"mixed_repetition"
2,0,1,"mixed_repetition"
2,0,1,"mixed_repetition"
2,1,1,"mixed_repetition"
2,1,1,"mixed_repetition"
2,0,1,"mixed_repetition"
2,0,0,"mixed_repetition"
2,0,0,"mixed_repetition"
2,0,1,"mixed_repetition"
2,1,1,"mixed_repetition"
2,1,1,"mixed_repetition"
2,1,1,"mixed_repetition"
2,0,1,"mixed_repetition"
2,1,1,"mixed_repetition"
2,0,1,"mixed_repetition"
2,1,1,"mixed_repetition"
2,1,1,"mixed_repetition"
2,0,1,"mixed_repetition"
2,0,0,"mixed_repetition"
2,0,1,"mixed_repetition"
2,1,1,"mixed_repetition"
2,0,1,"mixed_repetition"
2,0,1,"mixed_repetition"
2,0,1,"mixed_repetition"
2,0,1,"mixed_repetition"
2,0,1,"mixed_repetition"
2,1,0,"mixed_repetition"
2,1,1,"mixed_repetition"
2,0,1,"mixed_repetition"
2,1,0,"mixed_repetition"
2,1,1,"mixed_repetition"
2,1,1,"mixed_repetition"
2,0,1,"mixed_repetition"
2,0,0,"mixed_repetition"
2,1,1,"mixed_switch"
2,1,1,"mixed_switch"
2,1,1,"mixed_switch"
2,1,1,"mixed_switch"
2,0,1,"mixed_switch"
2,1,1,"mixed_switch"
2,1,1,"mixed_switch"
2,1,1,"mixed_switch"
2,1,1,"mixed_switch"
2,0,1,"mixed_switch"
2,1,1,"mixed_switch"
2,0,1,"mixed_switch"
2,1,1,"mixed_switch"
2,1,1,"mixed_switch"
2,0,1,"mixed_switch"
2,1,1,"mixed_switch"
2,1,1,"mixed_switch"
2,0,1,"mixed_switch"
2,1,1,"mixed_switch"
2,0,1,"mixed_switch"
2,1,1,"mixed_switch"
2,0,1,"mixed_switch"
2,0,0,"mixed_switch"
2,0,1,"mixed_switch"
2,0,1,"mixed_switch"
2,1,1,"mixed_switch"
2,0,1,"mixed_switch"
2,0,1,"mixed_switch"
2,0,1,"mixed_switch"
2,0,1,"mixed_switch"
2,0,1,"mixed_switch"
2,0,1,"mixed_switch"
2,1,1,"mixed_switch"
2,0,0,"mixed_switch"
2,1,1,"mixed_switch"
2,0,1,"mixed_switch"
2,0,0,"mixed_switch"
2,0,1,"mixed_switch"
2,1,1,"mixed_switch"
2,0,1,"mixed_switch"
2,0,1,"mixed_switch"
2,0,1,"mixed_switch"
2,0,1,"mixed_switch"
2,1,1,"mixed_switch"
2,0,1,"mixed_switch"
2,1,1,"mixed_switch"
2,1,1,"mixed_switch"
2,0,1,"mixed_switch"
2,1,0,"mixed_switch"
2,1,1,"mixed_switch"
2,0,1,"mixed_switch"
2,1,1,"mixed_switch"
2,0,1,"mixed_switch"
2,1,1,"mixed_switch"
2,0,0,"mixed_switch"
2,1,1,"mixed_switch"
2,1,1,"mixed_switch"
2,0,1,"mixed_switch"
2,0,1,"mixed_switch"
2,1,1,"mixed_switch"
2,0,1,"mixed_switch"
2,0,1,"mixed_switch"
2,0,1,"mixed_switch"
2,0,1,"mixed_switch"
2,0,1,"mixed_switch"
2,1,1,"mixed_switch"
2,1,1,"mixed_switch"
2,0,1,"mixed_switch"
2,1,1,"mixed_switch"
2,0,1,"mixed_switch"
2,0,1,"mixed_switch"
2,0,1,"mixed_switch"
2,1,1,"mixed_switch"
2,1,1,"mixed_switch"
2,0,1,"mixed_switch"
2,1,1,"mixed_switch"
2,1,1,"mixed_switch"
2,0,1,"mixed_switch"
2,1,1,"mixed_switch"
2,1,1,"mixed_switch"
2,0,1,"mixed_switch"
2,1,1,"mixed_switch"
2,0,0,"mixed_switch"
2,1,1,"mixed_switch"
2,1,1,"mixed_switch"
2,0,1,"mixed_switch"
2,0,1,"mixed_switch"
2,1,1,"mixed_switch"
2,1,1,"mixed_switch"
2,0,0,"mixed_switch"
2,1,1,"mixed_switch"
2,0,1,"mixed_switch"
2,1,1,"mixed_switch"
2,0,1,"mixed_switch"
2,0,1,"mixed_switch"
2,1,1,"mixed_switch"
2,1,1,"mixed_switch"
2,0,1,"mixed_switch"
2,0,1,"mixed_switch"
2,0,1,"mixed_switch"
2,1,0,"mixed_switch"
2,1,1,"mixed_switch"
2,1,1,"mixed_switch"
2,0,1,"mixed_switch"
2,0,1,"mixed_switch"
2,0,1,"mixed_switch"
2,0,1,"mixed_switch"
2,0,1,"mixed_switch"
2,1,1,"mixed_switch"
2,0,1,"mixed_switch"
2,1,1,"mixed_switch"
2,0,1,"mixed_switch"
2,1,1,"mixed_switch"
2,0,1,"mixed_switch"
2,1,1,"mixed_switch"
2,1,1,"mixed_switch"
2,0,1,"mixed_switch"
2,0,1,"mixed_switch"
2,1,0,"mixed_switch"
2,0,1,"mixed_switch"
2,0,1,"mixed_switch"
2,0,1,"mixed_switch"
2,0,1,"mixed_switch"
2,0,1,"mixed_switch"
2,0,1,"mixed_switch"
2,1,1,"mixed_switch"
2,1,0,"mixed_switch"
2,1,1,"mixed_switch"
2,1,1,"mixed_switch"
2,0,1,"mixed_switch"
2,0,1,"mixed_switch"
2,1,1,"mixed_switch"
2,0,1,"mixed_switch"
2,1,1,"mixed_switch"
2,0,1,"mixed_switch"
2,0,1,"mixed_switch"
2,1,1,"mixed_switch"
2,0,0,"mixed_switch"
2,0,1,"mixed_switch"
2,1,1,"mixed_switch"
2,1,1,"mixed_switch"
2,1,0,"mixed_switch"
2,0,1,"mixed_switch"
2,1,1,"mixed_switch"
2,0,1,"mixed_switch"
2,1,1,"mixed_switch"
2,0,1,"mixed_switch"
3,0,1,"pure_repetition"
3,1,1,"pure_repetition"
3,0,1,"pure_repetition"
3,1,1,"pure_repetition"
3,1,1,"pure_repetition"
3,1,0,"pure_repetition"
3,1,0,"pure_repetition"
3,0,1,"pure_repetition"
3,1,1,"pure_repetition"
3,1,1,"pure_repetition"
3,1,1,"pure_repetition"
3,0,1,"pure_repetition"
3,1,1,"pure_repetition"
3,1,1,"pure_repetition"
3,0,1,"pure_repetition"
3,1,1,"pure_repetition"
3,0,1,"pure_repetition"
3,0,1,"pure_repetition"
3,1,1,"pure_repetition"
3,0,1,"pure_repetition"
3,0,1,"pure_repetition"
3,1,1,"pure_repetition"
3,1,1,"pure_repetition"
3,0,1,"pure_repetition"
3,0,1,"pure_repetition"
3,0,1,"pure_repetition"
3,0,1,"pure_repetition"
3,1,1,"pure_repetition"
3,1,1,"pure_repetition"
3,1,1,"pure_repetition"
3,1,1,"pure_repetition"
3,0,1,"pure_repetition"
3,1,1,"pure_repetition"
3,1,1,"pure_repetition"
3,0,1,"pure_repetition"
